tcs_customer_id;bad;sample_type
11703;0;train
11704;;test
11705;0;train
11706;0;train
11707;0;train
11708;0;train
11709;0;train
11710;;test
11711;;test
11712;0;train
11713;;test
11714;0;train
11715;;test
11716;1;train
11717;0;train
11718;;test
11719;0;train
11720;0;train
11721;0;train
11722;;test
11723;0;train
11724;0;train
11725;0;train
11726;0;train
11727;0;train
11728;0;train
11729;1;train
11730;;test
11731;1;train
11732;0;train
11733;0;train
11734;;test
11735;0;train
11736;0;train
11737;0;train
11738;;test
11739;1;train
11740;0;train
11741;;test
11742;;test
11743;0;train
11744;0;train
11745;0;train
11746;0;train
11747;0;train
11748;0;train
11749;0;train
11750;;test
11751;;test
11752;1;train
11753;0;train
11754;0;train
11755;0;train
11756;0;train
11757;;test
11758;;test
11759;0;train
11760;;test
11761;0;train
11762;;test
11763;0;train
11764;0;train
11765;0;train
11766;;test
11767;0;train
11768;0;train
11769;;test
11770;;test
11771;0;train
11772;0;train
11773;0;train
11774;;test
11775;;test
11776;0;train
11777;;test
11778;;test
11779;0;train
11780;0;train
11781;0;train
11782;0;train
11783;1;train
11784;;test
11785;0;train
11786;;test
11787;1;train
11788;0;train
11789;;test
11790;;test
11791;1;train
11792;;test
11793;0;train
11794;;test
11795;;test
11796;;test
11797;;test
11798;1;train
11799;1;train
11800;;test
11801;0;train
11802;1;train
11803;;test
11804;;test
11805;0;train
11806;0;train
11807;0;train
11808;0;train
11809;0;train
11810;1;train
11811;0;train
11812;0;train
11813;0;train
11814;;test
11815;0;train
11816;0;train
11817;;test
11818;0;train
11819;;test
11820;0;train
11821;0;train
11822;0;train
11823;0;train
11824;1;train
11825;;test
11826;0;train
11827;;test
11828;;test
11829;0;train
11830;0;train
11831;0;train
11832;0;train
11833;;test
11834;1;train
11835;0;train
11836;0;train
11837;0;train
11838;;test
11839;;test
11840;0;train
11841;0;train
11842;0;train
11843;0;train
11844;;test
11845;0;train
11846;0;train
11847;0;train
11848;0;train
11849;0;train
11850;0;train
11851;0;train
11852;0;train
11853;0;train
11854;0;train
11855;;test
11856;;test
11857;;test
11858;;test
11859;;test
11860;;test
11861;;test
11862;0;train
11863;0;train
11864;0;train
11865;;test
11866;0;train
11867;0;train
11868;0;train
11869;;test
11870;;test
11871;;test
11872;0;train
11873;0;train
11874;0;train
11875;;test
11876;0;train
11877;0;train
11878;0;train
11879;0;train
11880;0;train
11881;0;train
11882;0;train
11883;0;train
11884;0;train
11885;;test
11886;0;train
11887;0;train
11888;0;train
11889;0;train
11890;1;train
11891;;test
11892;0;train
11893;1;train
11894;1;train
11895;;test
11896;0;train
11897;0;train
11898;0;train
11899;0;train
11900;0;train
11901;0;train
11902;0;train
11903;;test
11904;1;train
11905;0;train
11906;0;train
11907;0;train
11908;0;train
11909;;test
11910;0;train
11911;;test
11912;;test
11913;0;train
11914;;test
11915;0;train
11916;0;train
11917;0;train
11918;0;train
11919;0;train
11920;0;train
11921;0;train
11922;;test
11923;0;train
11924;;test
11925;0;train
11926;1;train
11927;0;train
11928;0;train
11929;;test
11930;0;train
11931;0;train
11932;0;train
11933;;test
11934;;test
11935;0;train
11936;0;train
11937;0;train
11938;;test
11939;0;train
11940;;test
11941;0;train
11942;0;train
11943;0;train
11944;0;train
11945;0;train
11946;;test
11947;0;train
11948;0;train
11949;1;train
11950;1;train
11951;0;train
11952;1;train
11953;0;train
11954;0;train
11955;;test
11956;0;train
11957;0;train
11958;;test
11959;0;train
11960;1;train
11961;;test
11962;1;train
11963;;test
11964;1;train
11965;;test
11966;0;train
11967;;test
11968;0;train
11969;0;train
11970;0;train
11971;0;train
11972;;test
11973;0;train
11974;0;train
11975;0;train
11976;0;train
11977;0;train
11978;0;train
11979;0;train
11980;0;train
11981;0;train
11982;0;train
11983;1;train
11984;0;train
11985;0;train
11986;0;train
11987;0;train
11988;0;train
11989;;test
11990;0;train
11991;;test
11992;0;train
11993;0;train
11994;0;train
11995;;test
11996;0;train
11997;0;train
11998;0;train
11999;0;train
12000;0;train
12001;0;train
12002;0;train
12003;;test
12004;;test
12005;0;train
12006;;test
12007;1;train
12008;;test
12009;0;train
12010;0;train
12011;;test
12012;;test
12013;0;train
12014;0;train
12015;0;train
12016;0;train
12017;1;train
12018;0;train
12019;0;train
12020;0;train
12021;0;train
12022;0;train
12023;0;train
12024;0;train
12025;0;train
12026;1;train
12027;1;train
12028;0;train
12029;1;train
12030;0;train
12031;;test
12032;0;train
12033;0;train
12034;0;train
12035;0;train
12036;;test
12037;0;train
12038;;test
12039;0;train
12040;;test
12041;;test
12042;0;train
12043;0;train
12044;0;train
12045;;test
12046;0;train
12047;0;train
12048;;test
12049;0;train
12050;0;train
12051;;test
12052;0;train
12053;0;train
12054;0;train
12055;0;train
12056;0;train
12057;0;train
12058;0;train
12059;0;train
12060;;test
12061;0;train
12062;;test
12063;0;train
12064;0;train
12065;0;train
12066;;test
12067;0;train
12068;0;train
12069;;test
12070;0;train
12071;0;train
12072;0;train
12073;;test
12074;0;train
12075;0;train
12076;0;train
12077;;test
12078;0;train
12079;;test
12080;0;train
12081;0;train
12082;0;train
12083;0;train
12084;1;train
12085;;test
12086;0;train
12087;;test
12088;0;train
12089;1;train
12090;;test
12091;0;train
12092;1;train
12093;;test
12094;;test
12095;0;train
12096;0;train
12097;0;train
12098;0;train
12099;;test
12100;0;train
12101;0;train
12102;;test
12103;;test
12104;;test
12105;;test
12106;0;train
12107;0;train
12108;1;train
12109;0;train
12110;0;train
12111;1;train
12112;1;train
12113;0;train
12114;0;train
12115;;test
12116;0;train
12117;0;train
12118;0;train
12119;0;train
12120;;test
12121;1;train
12122;0;train
12123;0;train
12124;;test
12125;0;train
12126;0;train
12127;0;train
12128;0;train
12129;0;train
12130;1;train
12131;;test
12132;0;train
12133;0;train
12134;0;train
12135;1;train
12136;0;train
12137;;test
12138;0;train
12139;;test
12140;;test
12141;0;train
12142;0;train
12143;1;train
12144;0;train
12145;0;train
12146;0;train
12147;;test
12148;;test
12149;0;train
12150;;test
12151;0;train
12152;1;train
12153;0;train
12154;;test
12155;0;train
12156;;test
12157;0;train
12158;0;train
12159;0;train
12160;0;train
12161;;test
12162;;test
12163;0;train
12164;1;train
12165;;test
12166;;test
12167;0;train
12168;0;train
12169;0;train
12170;;test
12171;0;train
12172;0;train
12173;;test
12174;0;train
12175;0;train
12176;0;train
12177;1;train
12178;;test
12179;;test
12180;0;train
12181;;test
12182;0;train
12183;0;train
12184;;test
12185;;test
12186;0;train
12187;0;train
12188;0;train
12189;;test
12190;1;train
12191;0;train
12192;0;train
12193;;test
12194;0;train
12195;0;train
12196;0;train
12197;0;train
12198;0;train
12199;0;train
12200;;test
12201;1;train
12202;;test
12203;0;train
12204;;test
12205;0;train
12206;0;train
12207;0;train
12208;0;train
12209;0;train
12210;1;train
12211;;test
12212;0;train
12213;;test
12214;0;train
12215;0;train
12216;0;train
12217;;test
12218;0;train
12219;0;train
12220;0;train
12221;1;train
12222;0;train
12223;;test
12224;0;train
12225;;test
12226;0;train
12227;1;train
12228;;test
12229;0;train
12230;0;train
12231;1;train
12232;1;train
12233;;test
12234;0;train
12235;0;train
12236;0;train
12237;;test
12238;;test
12239;0;train
12240;;test
12241;0;train
12242;;test
12243;0;train
12244;0;train
12245;0;train
12246;0;train
12247;0;train
12248;;test
12249;0;train
12250;;test
12251;0;train
12252;1;train
12253;0;train
12254;0;train
12255;0;train
12256;0;train
12257;0;train
12258;0;train
12259;0;train
12260;;test
12261;;test
12262;;test
12263;;test
12264;0;train
12265;;test
12266;0;train
12267;0;train
12268;0;train
12269;1;train
12270;0;train
12271;0;train
12272;0;train
12273;0;train
12274;0;train
12275;0;train
12276;;test
12277;1;train
12278;;test
12279;0;train
12280;0;train
12281;0;train
12282;;test
12283;;test
12284;;test
12285;0;train
12286;0;train
12287;;test
12288;0;train
12289;1;train
12290;0;train
12291;0;train
12292;;test
12293;1;train
12294;0;train
12295;;test
12296;0;train
12297;;test
12298;0;train
12299;0;train
12300;0;train
12301;0;train
12302;0;train
12303;1;train
12304;0;train
12305;0;train
12306;0;train
12307;0;train
12308;0;train
12309;1;train
12310;;test
12311;0;train
12312;0;train
12313;0;train
12314;0;train
12315;;test
12316;0;train
12317;;test
12318;;test
12319;0;train
12320;0;train
12321;;test
12322;0;train
12323;;test
12324;0;train
12325;;test
12326;0;train
12327;;test
12328;;test
12329;0;train
12330;0;train
12331;;test
12332;0;train
12333;;test
12334;0;train
12335;0;train
12336;0;train
12337;0;train
12338;0;train
12339;;test
12340;0;train
12341;;test
12342;0;train
12343;1;train
12344;0;train
12345;1;train
12346;0;train
12347;0;train
12348;;test
12349;0;train
12350;;test
12351;0;train
12352;0;train
12353;1;train
12354;0;train
12355;0;train
12356;0;train
12357;;test
12358;0;train
12359;0;train
12360;0;train
12361;;test
12362;;test
12363;;test
12364;0;train
12365;;test
12366;;test
12367;0;train
12368;0;train
12369;;test
12370;0;train
12371;;test
12372;0;train
12373;0;train
12374;0;train
12375;0;train
12376;0;train
12377;;test
12378;0;train
12379;0;train
12380;0;train
12381;0;train
12382;0;train
12383;0;train
12384;;test
12385;1;train
12386;0;train
12387;0;train
12388;0;train
12389;;test
12390;0;train
12391;;test
12392;0;train
12393;;test
12394;0;train
12395;0;train
12396;;test
12397;0;train
12398;0;train
12399;0;train
12400;0;train
12401;;test
12402;0;train
12403;0;train
12404;1;train
12405;0;train
12406;0;train
12407;0;train
12408;;test
12409;0;train
12410;;test
12411;1;train
12412;;test
12413;0;train
12414;0;train
12415;;test
12416;0;train
12417;;test
12418;0;train
12419;0;train
12420;0;train
12421;0;train
12422;;test
12423;;test
12424;0;train
12425;;test
12426;0;train
12427;;test
12428;0;train
12429;1;train
12430;0;train
12431;;test
12432;0;train
12433;1;train
12434;;test
12435;;test
12436;;test
12437;0;train
12438;;test
12439;;test
12440;1;train
12441;0;train
12442;;test
12443;0;train
12444;0;train
12445;0;train
12446;0;train
12447;;test
12448;0;train
12449;0;train
12450;;test
12451;;test
12452;0;train
12453;;test
12454;;test
12455;0;train
12456;0;train
12457;0;train
12458;;test
12459;0;train
12460;0;train
12461;0;train
12462;;test
12463;;test
12464;;test
12465;0;train
12466;0;train
12467;0;train
12468;0;train
12469;0;train
12470;0;train
12471;0;train
12472;0;train
12473;0;train
12474;;test
12475;0;train
12476;0;train
12477;;test
12478;;test
12479;1;train
12480;;test
12481;0;train
12482;0;train
12483;;test
12484;0;train
12485;0;train
12486;0;train
12487;1;train
12488;;test
12489;0;train
12490;;test
12491;0;train
12492;;test
12493;;test
12494;0;train
12495;0;train
12496;;test
12497;0;train
12498;0;train
12499;0;train
12500;0;train
12501;1;train
12502;0;train
12503;0;train
12504;;test
12505;0;train
12506;0;train
12507;0;train
12508;;test
12509;;test
12510;0;train
12511;;test
12512;0;train
12513;1;train
12514;0;train
12515;0;train
12516;;test
12517;;test
12518;0;train
12519;1;train
12520;;test
12521;;test
12522;;test
12523;;test
12524;0;train
12525;0;train
12526;0;train
12527;;test
12528;0;train
12529;1;train
12530;0;train
12531;0;train
12532;0;train
12533;0;train
12534;0;train
12535;;test
12536;0;train
12537;0;train
12538;0;train
12539;0;train
12540;1;train
12541;;test
12542;;test
12543;0;train
12544;0;train
12545;0;train
12546;0;train
12547;0;train
12548;0;train
12549;;test
12550;;test
12551;0;train
12552;1;train
12553;0;train
12554;;test
12555;0;train
12556;;test
12557;0;train
12558;0;train
12559;;test
12560;;test
12561;;test
12562;;test
12563;0;train
12564;0;train
12565;0;train
12566;1;train
12567;0;train
12568;0;train
12569;;test
12570;;test
12571;;test
12572;0;train
12573;0;train
12574;0;train
12575;0;train
12576;;test
12577;;test
12578;0;train
12579;1;train
12580;0;train
12581;0;train
12582;;test
12583;0;train
12584;0;train
12585;0;train
12586;1;train
12587;;test
12588;;test
12589;;test
12590;0;train
12591;1;train
12592;;test
12593;;test
12594;0;train
12595;;test
12596;0;train
12597;0;train
12598;0;train
12599;0;train
12600;;test
12601;;test
12602;0;train
12603;0;train
12604;0;train
12605;;test
12606;0;train
12607;0;train
12608;0;train
12609;0;train
12610;0;train
12611;0;train
12612;0;train
12613;1;train
12614;;test
12615;0;train
12616;;test
12617;;test
12618;;test
12619;1;train
12620;;test
12621;0;train
12622;0;train
12623;0;train
12624;1;train
12625;0;train
12626;;test
12627;1;train
12628;;test
12629;;test
12630;0;train
12631;;test
12632;0;train
12633;0;train
12634;1;train
12635;0;train
12636;;test
12637;0;train
12638;0;train
12639;;test
12640;0;train
12641;0;train
12642;0;train
12643;0;train
12644;0;train
12645;;test
12646;;test
12647;;test
12648;0;train
12649;0;train
12650;1;train
12651;0;train
12652;0;train
12653;0;train
12654;;test
12655;0;train
12656;0;train
12657;0;train
12658;0;train
12659;0;train
12660;0;train
12661;1;train
12662;;test
12663;;test
12664;;test
12665;0;train
12666;0;train
12667;0;train
12668;;test
12669;0;train
12670;0;train
12671;0;train
12672;;test
12673;0;train
12674;;test
12675;0;train
12676;0;train
12677;0;train
12678;;test
12679;0;train
12680;0;train
12681;1;train
12682;;test
12683;0;train
12684;0;train
12685;;test
12686;0;train
12687;0;train
12688;;test
12689;;test
12690;0;train
12691;;test
12692;0;train
12693;0;train
12694;0;train
12695;0;train
12696;;test
12697;0;train
12698;0;train
12699;0;train
12700;0;train
12701;0;train
12702;;test
12703;1;train
12704;;test
12705;1;train
12706;0;train
12707;0;train
12708;0;train
12709;0;train
12710;;test
12711;0;train
12712;0;train
12713;0;train
12714;;test
12715;;test
12716;;test
12717;;test
12718;0;train
12719;;test
12720;;test
12721;;test
12722;1;train
12723;;test
12724;;test
12725;0;train
12726;0;train
12727;0;train
12728;;test
12729;0;train
12730;0;train
12731;;test
12732;0;train
12733;0;train
12734;0;train
12735;0;train
12736;0;train
12737;0;train
12738;0;train
12739;0;train
12740;0;train
12741;;test
12742;;test
12743;;test
12744;0;train
12745;0;train
12746;0;train
12747;0;train
12748;;test
12749;0;train
12750;0;train
12751;0;train
12752;;test
12753;;test
12754;;test
12755;0;train
12756;0;train
12757;1;train
12758;0;train
12759;0;train
12760;;test
12761;;test
12762;0;train
12763;;test
12764;;test
12765;0;train
12766;0;train
12767;;test
12768;;test
12769;;test
12770;0;train
12771;;test
12772;0;train
12773;;test
12774;;test
12775;0;train
12776;;test
12777;0;train
12778;0;train
12779;;test
12780;0;train
12781;;test
12782;;test
12783;;test
12784;;test
12785;;test
12786;0;train
12787;0;train
12788;0;train
12789;0;train
12790;1;train
12791;1;train
12792;0;train
12793;0;train
12794;0;train
12795;0;train
12796;0;train
12797;;test
12798;;test
12799;0;train
12800;0;train
12801;0;train
12802;0;train
12803;0;train
12804;0;train
12805;1;train
12806;0;train
12807;;test
12808;0;train
12809;0;train
12810;0;train
12811;;test
12812;0;train
12813;0;train
12814;1;train
12815;0;train
12816;0;train
12817;;test
12818;0;train
12819;0;train
12820;0;train
12821;0;train
12822;0;train
12823;;test
12824;1;train
12825;;test
12826;;test
12827;0;train
12828;0;train
12829;0;train
12830;0;train
12831;;test
12832;;test
12833;;test
12834;;test
12835;0;train
12836;0;train
12837;0;train
12838;;test
12839;1;train
12840;0;train
12841;1;train
12842;1;train
12843;0;train
12844;0;train
12845;0;train
12846;0;train
12847;0;train
12848;0;train
12849;;test
12850;0;train
12851;;test
12852;;test
12853;;test
12854;;test
12855;0;train
12856;0;train
12857;0;train
12858;;test
12859;;test
12860;0;train
12861;0;train
12862;0;train
12863;;test
12864;0;train
12865;;test
12866;;test
12867;0;train
12868;1;train
12869;;test
12870;0;train
12871;0;train
12872;0;train
12873;0;train
12874;;test
12875;0;train
12876;;test
12877;1;train
12878;0;train
12879;;test
12880;0;train
12881;;test
12882;;test
12883;0;train
12884;0;train
12885;;test
12886;0;train
12887;0;train
12888;1;train
12889;0;train
12890;0;train
12891;0;train
12892;0;train
12893;0;train
12894;0;train
12895;0;train
12896;;test
12897;0;train
12898;;test
12899;0;train
12900;0;train
12901;0;train
12902;0;train
12903;;test
12904;0;train
12905;;test
12906;0;train
12907;1;train
12908;0;train
12909;0;train
12910;0;train
12911;;test
12912;;test
12913;0;train
12914;0;train
12915;0;train
12916;0;train
12917;0;train
12918;0;train
12919;0;train
12920;0;train
12921;;test
12922;;test
12923;0;train
12924;1;train
12925;0;train
12926;0;train
12927;;test
12928;;test
12929;1;train
12930;;test
12931;0;train
12932;0;train
12933;;test
12934;;test
12935;;test
12936;0;train
12937;0;train
12938;;test
12939;;test
12940;0;train
12941;1;train
12942;0;train
12943;0;train
12944;0;train
12945;0;train
12946;0;train
12947;;test
12948;1;train
12949;0;train
12950;0;train
12951;0;train
12952;0;train
12953;0;train
12954;;test
12955;;test
12956;;test
12957;0;train
12958;0;train
12959;;test
12960;0;train
12961;;test
12962;;test
12963;0;train
12964;;test
12965;0;train
12966;0;train
12967;0;train
12968;;test
12969;0;train
12970;;test
12971;0;train
12972;0;train
12973;;test
12974;;test
12975;0;train
12976;1;train
12977;0;train
12978;0;train
12979;1;train
12980;0;train
12981;0;train
12982;;test
12983;;test
12984;;test
12985;0;train
12986;0;train
12987;;test
12988;0;train
12989;0;train
12990;;test
12991;0;train
12992;0;train
12993;;test
12994;;test
12995;1;train
12996;;test
12997;0;train
12998;;test
12999;0;train
13000;0;train
13001;0;train
13002;0;train
13003;;test
13004;;test
13005;;test
13006;0;train
13007;;test
13008;;test
13009;;test
13010;0;train
13011;;test
13012;;test
13013;1;train
13014;;test
13015;0;train
13016;0;train
13017;0;train
13018;0;train
13019;1;train
13020;1;train
13021;;test
13022;1;train
13023;;test
13024;0;train
13025;0;train
13026;0;train
13027;0;train
13028;;test
13029;;test
13030;0;train
13031;;test
13032;0;train
13033;;test
13034;0;train
13035;1;train
13036;0;train
13037;;test
13038;;test
13039;0;train
13040;;test
13041;0;train
13042;0;train
13043;0;train
13044;0;train
13045;0;train
13046;0;train
13047;1;train
13048;;test
13049;0;train
13050;0;train
13051;1;train
13052;0;train
13053;;test
13054;0;train
13055;0;train
13056;0;train
13057;0;train
13058;;test
13059;;test
13060;;test
13061;0;train
13062;0;train
13063;;test
13064;0;train
13065;0;train
13066;0;train
13067;;test
13068;0;train
13069;0;train
13070;;test
13071;0;train
13072;0;train
13073;0;train
13074;1;train
13075;0;train
13076;0;train
13077;0;train
13078;0;train
13079;0;train
13080;;test
13081;1;train
13082;0;train
13083;0;train
13084;0;train
13085;;test
13086;0;train
13087;0;train
13088;1;train
13089;;test
13090;0;train
13091;0;train
13092;;test
13093;1;train
13094;0;train
13095;0;train
13096;1;train
13097;0;train
13098;0;train
13099;0;train
13100;1;train
13101;;test
13102;;test
13103;0;train
13104;0;train
13105;0;train
13106;0;train
13107;0;train
13108;0;train
13109;0;train
13110;0;train
13111;0;train
13112;1;train
13113;0;train
13114;;test
13115;;test
13116;;test
13117;;test
13118;;test
13119;0;train
13120;;test
13121;1;train
13122;1;train
13123;0;train
13124;0;train
13125;;test
13126;0;train
13127;1;train
13128;;test
13129;0;train
13130;;test
13131;;test
13132;0;train
13133;0;train
13134;0;train
13135;0;train
13136;;test
13137;;test
13138;0;train
13139;0;train
13140;;test
13141;0;train
13142;0;train
13143;0;train
13144;0;train
13145;0;train
13146;0;train
13147;0;train
13148;0;train
13149;0;train
13150;0;train
13151;0;train
13152;;test
13153;0;train
13154;0;train
13155;;test
13156;0;train
13157;;test
13158;0;train
13159;;test
13160;0;train
13161;0;train
13162;;test
13163;;test
13164;0;train
13165;0;train
13166;0;train
13167;0;train
13168;0;train
13169;0;train
13170;0;train
13171;0;train
13172;;test
13173;;test
13174;;test
13175;;test
13176;1;train
13177;0;train
13178;;test
13179;0;train
13180;0;train
13181;;test
13182;0;train
13183;0;train
13184;0;train
13185;;test
13186;;test
13187;0;train
13188;0;train
13189;0;train
13190;;test
13191;0;train
13192;;test
13193;1;train
13194;0;train
13195;0;train
13196;0;train
13197;0;train
13198;0;train
13199;0;train
13200;1;train
13201;0;train
13202;0;train
13203;0;train
13204;0;train
13205;0;train
13206;0;train
13207;0;train
13208;;test
13209;;test
13210;0;train
13211;0;train
13212;0;train
13213;;test
13214;0;train
13215;0;train
13216;0;train
13217;1;train
13218;;test
13219;0;train
13220;0;train
13221;0;train
13222;1;train
13223;0;train
13224;0;train
13225;;test
13226;0;train
13227;0;train
13228;0;train
13229;1;train
13230;0;train
13231;0;train
13232;0;train
13233;0;train
13234;0;train
13235;0;train
13236;0;train
13237;0;train
13238;;test
13239;0;train
13240;;test
13241;0;train
13242;1;train
13243;0;train
13244;;test
13245;0;train
13246;;test
13247;;test
13248;1;train
13249;;test
13250;0;train
13251;0;train
13252;0;train
13253;0;train
13254;0;train
13255;0;train
13256;;test
13257;0;train
13258;0;train
13259;1;train
13260;;test
13261;;test
13262;0;train
13263;0;train
13264;0;train
13265;0;train
13266;0;train
13267;0;train
13268;0;train
13269;;test
13270;0;train
13271;0;train
13272;0;train
13273;;test
13274;0;train
13275;0;train
13276;0;train
13277;;test
13278;0;train
13279;;test
13280;0;train
13281;;test
13282;0;train
13283;0;train
13284;0;train
13285;0;train
13286;0;train
13287;;test
13288;0;train
13289;0;train
13290;;test
13291;;test
13292;0;train
13293;0;train
13294;0;train
13295;;test
13296;0;train
13297;;test
13298;;test
13299;0;train
13300;0;train
13301;1;train
13302;;test
13303;0;train
13304;1;train
13305;0;train
13306;0;train
13307;;test
13308;0;train
13309;0;train
13310;;test
13311;0;train
13312;0;train
13313;0;train
13314;0;train
13315;0;train
13316;0;train
13317;0;train
13318;;test
13319;1;train
13320;0;train
13321;0;train
13322;0;train
13323;;test
13324;1;train
13325;;test
13326;0;train
13327;0;train
13328;;test
13329;1;train
13330;1;train
13331;0;train
13332;0;train
13333;0;train
13334;0;train
13335;0;train
13336;0;train
13337;0;train
13338;0;train
13339;0;train
13340;0;train
13341;1;train
13342;0;train
13343;;test
13344;0;train
13345;0;train
13346;;test
13347;0;train
13348;;test
13349;0;train
13350;0;train
13351;;test
13352;0;train
13353;0;train
13354;0;train
13355;0;train
13356;0;train
13357;;test
13358;;test
13359;;test
13360;0;train
13361;0;train
13362;0;train
13363;;test
13364;0;train
13365;1;train
13366;1;train
13367;;test
13368;1;train
13369;0;train
13370;0;train
13371;;test
13372;0;train
13373;0;train
13374;0;train
13375;0;train
13376;1;train
13377;;test
13378;;test
13379;0;train
13380;;test
13381;0;train
13382;;test
13383;;test
13384;0;train
13385;0;train
13386;;test
13387;;test
13388;0;train
13389;;test
13390;0;train
13391;0;train
13392;0;train
13393;0;train
13394;0;train
13395;0;train
13396;0;train
13397;;test
13398;0;train
13399;0;train
13400;0;train
13401;1;train
13402;0;train
13403;0;train
13404;0;train
13405;0;train
13406;0;train
13407;0;train
13408;0;train
13409;0;train
13410;0;train
13411;0;train
13412;;test
13413;0;train
13414;;test
13415;0;train
13416;0;train
13417;0;train
13418;0;train
13419;;test
13420;1;train
13421;0;train
13422;0;train
13423;0;train
13424;;test
13425;0;train
13426;0;train
13427;;test
13428;0;train
13429;0;train
13430;0;train
13431;0;train
13432;0;train
13433;0;train
13434;0;train
13435;;test
13436;0;train
13437;0;train
13438;0;train
13439;0;train
13440;0;train
13441;1;train
13442;0;train
13443;;test
13444;;test
13445;0;train
13446;0;train
13447;0;train
13448;;test
13449;0;train
13450;0;train
13451;1;train
13452;;test
13453;0;train
13454;0;train
13455;;test
13456;1;train
13457;1;train
13458;0;train
13459;;test
13460;0;train
13461;0;train
13462;0;train
13463;1;train
13464;0;train
13465;0;train
13466;0;train
13467;0;train
13468;0;train
13469;;test
13470;0;train
13471;0;train
13472;0;train
13473;0;train
13474;0;train
13475;0;train
13476;0;train
13477;;test
13478;;test
13479;0;train
13480;0;train
13481;;test
13482;;test
13483;0;train
13484;0;train
13485;1;train
13486;0;train
13487;1;train
13488;0;train
13489;;test
13490;0;train
13491;;test
13492;;test
13493;;test
13494;0;train
13495;1;train
13496;0;train
13497;0;train
13498;0;train
13499;0;train
13500;0;train
13501;;test
13502;0;train
13503;1;train
13504;1;train
13505;0;train
13506;0;train
13507;;test
13508;0;train
13509;0;train
13510;1;train
13511;0;train
13512;0;train
13513;0;train
13514;0;train
13515;0;train
13516;;test
13517;0;train
13518;;test
13519;0;train
13520;;test
13521;0;train
13522;0;train
13523;;test
13524;0;train
13525;0;train
13526;;test
13527;0;train
13528;;test
13529;0;train
13530;;test
13531;0;train
13532;1;train
13533;;test
13534;;test
13535;;test
13536;0;train
13537;1;train
13538;0;train
13539;0;train
13540;0;train
13541;0;train
13542;0;train
13543;0;train
13544;0;train
13545;0;train
13546;0;train
13547;0;train
13548;0;train
13549;1;train
13550;0;train
13551;1;train
13552;0;train
13553;0;train
13554;0;train
13555;0;train
13556;0;train
13557;;test
13558;;test
13559;0;train
13560;0;train
13561;0;train
13562;0;train
13563;0;train
13564;0;train
13565;0;train
13566;0;train
13567;0;train
13568;0;train
13569;0;train
13570;1;train
13571;;test
13572;0;train
13573;0;train
13574;0;train
13575;;test
13576;;test
13577;0;train
13578;1;train
13579;0;train
13580;;test
13581;0;train
13582;;test
13583;1;train
13584;;test
13585;0;train
13586;0;train
13587;0;train
13588;;test
13589;;test
13590;0;train
13591;0;train
13592;0;train
13593;;test
13594;0;train
13595;0;train
13596;;test
13597;0;train
13598;;test
13599;0;train
13600;0;train
13601;0;train
13602;1;train
13603;;test
13604;0;train
13605;0;train
13606;0;train
13607;;test
13608;0;train
13609;0;train
13610;0;train
13611;0;train
13612;0;train
13613;0;train
13614;;test
13615;0;train
13616;0;train
13617;;test
13618;1;train
13619;0;train
13620;0;train
13621;1;train
13622;;test
13623;0;train
13624;0;train
13625;1;train
13626;0;train
13627;0;train
13628;0;train
13629;1;train
13630;0;train
13631;;test
13632;0;train
13633;0;train
13634;;test
13635;;test
13636;0;train
13637;0;train
13638;0;train
13639;;test
13640;0;train
13641;0;train
13642;0;train
13643;1;train
13644;0;train
13645;0;train
13646;0;train
13647;0;train
13648;0;train
13649;;test
13650;;test
13651;0;train
13652;0;train
13653;0;train
13654;0;train
13655;0;train
13656;;test
13657;0;train
13658;0;train
13659;;test
13660;;test
13661;0;train
13662;;test
13663;0;train
13664;0;train
13665;;test
13666;0;train
13667;0;train
13668;0;train
13669;;test
13670;1;train
13671;;test
13672;0;train
13673;0;train
13674;0;train
13675;;test
13676;0;train
13677;0;train
13678;0;train
13679;0;train
13680;;test
13681;0;train
13682;0;train
13683;0;train
13684;0;train
13685;0;train
13686;1;train
13687;;test
13688;0;train
13689;;test
13690;0;train
13691;;test
13692;;test
13693;0;train
13694;1;train
13695;0;train
13696;;test
13697;0;train
13698;0;train
13699;0;train
13700;0;train
13701;0;train
13702;;test
13703;0;train
13704;0;train
13705;;test
13706;0;train
13707;;test
13708;0;train
13709;0;train
13710;0;train
13711;0;train
13712;;test
13713;;test
13714;;test
13715;0;train
13716;0;train
13717;;test
13718;;test
13719;0;train
13720;0;train
13721;0;train
13722;0;train
13723;;test
13724;0;train
13725;;test
13726;0;train
13727;0;train
13728;;test
13729;0;train
13730;0;train
13731;;test
13732;0;train
13733;0;train
13734;;test
13735;0;train
13736;0;train
13737;0;train
13738;0;train
13739;0;train
13740;;test
13741;;test
13742;0;train
13743;0;train
13744;0;train
13745;0;train
13746;0;train
13747;1;train
13748;0;train
13749;0;train
13750;0;train
13751;1;train
13752;;test
13753;;test
13754;;test
13755;0;train
13756;0;train
13757;0;train
13758;0;train
13759;1;train
13760;;test
13761;;test
13762;0;train
13763;0;train
13764;0;train
13765;0;train
13766;;test
13767;0;train
13768;0;train
13769;0;train
13770;1;train
13771;1;train
13772;0;train
13773;0;train
13774;;test
13775;0;train
13776;;test
13777;;test
13778;0;train
13779;;test
13780;;test
13781;0;train
13782;;test
13783;1;train
13784;;test
13785;0;train
13786;1;train
13787;0;train
